block,daycol,nitr_N,inoc,edge,well,plate_number,sqmm,green_per_arr
1,1,15,I+,TRUE,A1_0101,1,5.111750012,0.326217131
1,2,15,I+,TRUE,A1_0101,1,6.405661734,0.328840971
1,3,15,I+,TRUE,A1_0101,1,8.508268282,0.33740293
1,4,15,I+,TRUE,A1_0101,1,9.953935082,0.334848198
1,5,15,I+,TRUE,A1_0101,1,11.79895735,0.337994585
1,6,15,I+,TRUE,A1_0101,1,13.14478529,0.340561286
1,7,15,I+,TRUE,A1_0101,1,14.32687748,0.342119731
1,8,15,I+,TRUE,A1_0101,1,15.07566898,0.343133395
1,9,15,I+,TRUE,A1_0101,1,16.15193197,0.344989167
1,10,15,I+,TRUE,A1_0101,1,14.46864867,0.342137636
1,1,10,I+,TRUE,A2_0101,1,5.529076478,0.328223194
1,2,10,I+,TRUE,A2_0101,1,6.876901188,0.329422001
1,3,10,I+,TRUE,A2_0101,1,7.995096503,0.33120583
1,4,10,I+,TRUE,A2_0101,1,11.87882845,0.341871685
1,5,10,I+,TRUE,A2_0101,1,13.16475306,0.345315562
1,6,10,I+,TRUE,A2_0101,1,15.74259262,0.346968648
1,7,10,I+,TRUE,A2_0101,1,17.33801772,0.346627923
1,8,10,I+,TRUE,A2_0101,1,18.41627749,0.346843605
1,9,10,I+,TRUE,A2_0101,1,18.52010991,0.346818189
1,10,10,I+,TRUE,A2_0101,1,18.22259008,0.347685027
1,1,0,I+,TRUE,A3_0101,1,1.078259768,0.319515153
1,2,0,I+,TRUE,A3_0101,1,1.651334867,0.324692624
1,3,0,I+,TRUE,A3_0101,1,2.276326177,0.32708162
1,4,0,I+,TRUE,A3_0101,1,0,NA
1,5,0,I+,TRUE,A3_0101,1,2.10859688,0.325674704
1,6,0,I+,TRUE,A3_0101,1,3.580221786,0.327651965
1,7,0,I+,TRUE,A3_0101,1,5.101766125,0.329278348
1,8,0,I+,TRUE,A3_0101,1,9.021440061,0.334717706
1,9,0,I+,TRUE,A3_0101,1,9.776221898,0.335799328
1,10,0,I+,TRUE,A3_0101,1,8.060990156,0.335492544
1,1,35,I+,TRUE,A4_0101,1,7.324179314,0.33125181
1,2,35,I+,TRUE,A4_0101,1,8.422406856,0.3400438
1,3,35,I+,TRUE,A4_0101,1,10.49306497,0.34251058
1,4,35,I+,TRUE,A4_0101,1,13.99940599,0.347550577
1,5,35,I+,TRUE,A4_0101,1,16.01016078,0.351871857
1,6,35,I+,TRUE,A4_0101,1,17.42587592,0.353943828
1,7,35,I+,TRUE,A4_0101,1,19.35076928,0.35473567
1,8,35,I+,TRUE,A4_0101,1,19.66226655,0.355200644
1,9,35,I+,TRUE,A4_0101,1,17.98497358,0.351937819
1,10,35,I+,TRUE,A4_0101,1,17.79927328,0.353314778
1,1,15,I+,TRUE,A5_0101,1,4.534681359,0.315850013
1,2,15,I+,TRUE,A5_0101,1,3.20083409,0.328785665
1,3,15,I+,TRUE,A5_0101,1,3.973586924,0.337385763
1,4,15,I+,TRUE,A5_0101,1,4.273103526,0.341074875
1,5,15,I+,TRUE,A5_0101,1,5.7387381,0.345377757
1,6,15,I+,TRUE,A5_0101,1,7.328172869,0.346574671
1,7,15,I+,TRUE,A5_0101,1,8.498284395,0.340926368
1,8,15,I+,TRUE,A5_0101,1,8.867688205,0.340316571
1,9,15,I+,TRUE,A5_0101,1,9.087333713,0.341809702
1,10,15,I+,TRUE,A5_0101,1,8.975514182,0.340413261
1,1,25,I+,TRUE,A6_0101,1,6.329784195,0.335528937
1,2,25,I+,TRUE,A6_0101,1,7.549815155,0.339155197
1,3,25,I+,TRUE,A6_0101,1,10.89042366,0.34469136
1,4,25,I+,TRUE,A6_0101,1,14.54652298,0.352550799
1,5,25,I+,TRUE,A6_0101,1,16.60320365,0.353881243
1,6,25,I+,TRUE,A6_0101,1,16.28571605,0.351208216
1,7,25,I+,TRUE,A6_0101,1,17.71341186,0.35240358
1,8,25,I+,TRUE,A6_0101,1,16.68507152,0.347508282
1,9,25,I+,TRUE,A6_0101,1,16.95463647,0.346303517
1,10,25,I+,TRUE,A6_0101,1,17.03850111,0.347695309
1,1,35,I+,TRUE,A7_0101,1,6.707175114,0.325849487
1,2,35,I+,TRUE,A7_0101,1,7.198382341,0.328473126
1,3,35,I+,TRUE,A7_0101,1,9.580537718,0.332670146
1,4,35,I+,TRUE,A7_0101,1,14.23702249,0.340057397
1,5,35,I+,TRUE,A7_0101,1,15.54291488,0.339709275
1,6,35,I+,TRUE,A7_0101,1,17.09640766,0.340307207
1,7,35,I+,TRUE,A7_0101,1,16.84481371,0.340639066
1,8,35,I+,TRUE,A7_0101,1,18.91946538,0.340590733
1,9,35,I+,TRUE,A7_0101,1,19.27089819,0.341996188
1,10,35,I+,TRUE,A7_0101,1,19.73814409,0.343411057
1,1,0,I+,TRUE,A8_0101,1,1.974812798,0.309102836
1,2,0,I+,TRUE,A8_0101,1,3.32862784,0.318880744
1,3,0,I+,TRUE,A8_0101,1,5.582989466,0.330749277
1,4,0,I+,TRUE,A8_0101,1,11.76301536,0.355482035
1,5,0,I+,TRUE,A8_0101,1,14.28494515,0.361947376
1,6,0,I+,TRUE,A8_0101,1,16.56326811,0.361785016
1,7,0,I+,TRUE,A8_0101,1,18.16468354,0.358104424
1,8,0,I+,TRUE,A8_0101,1,19.19502065,0.353762346
1,9,0,I+,TRUE,A8_0101,1,18.76371674,0.349997773
1,10,0,I+,TRUE,A8_0101,1,19.22497231,0.349614385
1,1,45,I+,TRUE,A9_0101,1,2.004764458,0.307310184
1,2,45,I+,TRUE,A9_0101,1,1.078259768,0.311395464
1,3,45,I+,TRUE,A9_0101,1,8.57016838,0.346448296
1,4,45,I+,TRUE,A9_0101,1,11.12604339,0.358424714
1,5,45,I+,TRUE,A9_0101,1,11.61525384,0.354300581
1,6,45,I+,TRUE,A9_0101,1,12.60964896,0.354191126
1,7,45,I+,TRUE,A9_0101,1,13.52017943,0.354440625
1,8,45,I+,TRUE,A9_0101,1,13.64797318,0.350919895
1,9,45,I+,TRUE,A9_0101,1,14.61241664,0.347212323
1,10,45,I+,TRUE,A9_0101,1,15.80049916,0.342969223
1,1,45,I+,TRUE,A10_0101,1,8.144854805,0.331224901
1,2,45,I+,TRUE,A10_0101,1,9.510650511,0.331963138
1,3,45,I+,TRUE,A10_0101,1,12.35406146,0.338641609
1,4,45,I+,TRUE,A10_0101,1,15.74858295,0.34562122
1,5,45,I+,TRUE,A10_0101,1,16.4055227,0.344326052
1,6,45,I+,TRUE,A10_0101,1,12.18832894,0.341044906
1,7,45,I+,TRUE,A10_0101,1,13.03296575,0.3396925
1,8,45,I+,TRUE,A10_0101,1,13.36842435,0.334469701
1,9,45,I+,TRUE,A10_0101,1,16.55927455,0.333765139
1,10,45,I+,TRUE,A10_0101,1,16.98458813,0.335093584
1,1,5,I+,TRUE,A11_0101,1,5.435227943,0.334054928
1,2,5,I+,TRUE,A11_0101,1,3.967596592,0.33619508
1,3,5,I+,TRUE,A11_0101,1,5.3773214,0.331335348
1,4,5,I+,TRUE,A11_0101,1,10.58291995,0.342943767
1,5,5,I+,TRUE,A11_0101,1,13.63199896,0.349772146
1,6,5,I+,TRUE,A11_0101,1,13.25061448,0.349007418
1,7,5,I+,TRUE,A11_0101,1,14.88198158,0.348571341
1,8,5,I+,TRUE,A11_0101,1,14.68030707,0.345570036
1,9,5,I+,TRUE,A11_0101,1,15.83444437,0.344135269
1,10,5,I+,TRUE,A11_0101,1,16.15592553,0.345064977
1,1,30,I+,TRUE,A12_0101,1,4.446823155,0.328013741
1,2,30,I+,TRUE,A12_0101,1,5.167659778,0.332912445
1,3,30,I+,TRUE,A12_0101,1,7.208366228,0.336649712
1,4,30,I+,TRUE,A12_0101,1,9.209137131,0.346592442
1,5,30,I+,TRUE,A12_0101,1,10.55696184,0.346158271
1,6,30,I+,TRUE,A12_0101,1,14.65434896,0.344409397
1,7,30,I+,TRUE,A12_0101,1,13.6639474,0.337471714
1,8,30,I+,TRUE,A12_0101,1,15.48301156,0.338632093
1,9,30,I+,TRUE,A12_0101,1,13.80971214,0.339029749
1,10,30,I+,TRUE,A12_0101,1,12.16836116,0.338225792
1,1,0,I+,TRUE,B1_0101,1,0,NA
1,2,0,I+,TRUE,B1_0101,1,0,NA
1,3,0,I+,TRUE,B1_0101,1,2.547887897,0.31223161
1,4,0,I+,TRUE,B1_0101,1,7.240314666,0.327780671
1,5,0,I+,TRUE,B1_0101,1,3.975583701,0.325652387
1,6,0,I+,TRUE,B1_0101,1,0,NA
1,7,0,I+,TRUE,B1_0101,1,0,NA
1,8,0,I+,TRUE,B1_0101,1,0,NA
1,9,0,I+,TRUE,B1_0101,1,0,NA
1,10,0,I+,TRUE,B1_0101,1,0,NA
1,1,25,I+,FALSE,B2_0101,1,4.760317199,0.320427032
1,2,25,I+,FALSE,B2_0101,1,5.501121595,0.321094694
1,3,25,I+,FALSE,B2_0101,1,7.871296308,0.331892893
1,4,25,I+,FALSE,B2_0101,1,10.52900696,0.33671314
1,5,25,I+,FALSE,B2_0101,1,12.5437553,0.343409212
1,6,25,I+,FALSE,B2_0101,1,13.87360902,0.34490444
1,7,25,I+,FALSE,B2_0101,1,14.25499349,0.343745577
1,8,25,I+,FALSE,B2_0101,1,15.1096142,0.345385086
1,9,25,I+,FALSE,B2_0101,1,13.5221762,0.340281318
1,10,25,I+,FALSE,B2_0101,1,13.11882718,0.339314956
1,1,0,I+,FALSE,B3_0101,1,8.713936349,0.322440492
1,2,0,I+,FALSE,B3_0101,1,9.302985667,0.323150177
1,3,0,I+,FALSE,B3_0101,1,10.76662346,0.325997707
1,4,0,I+,FALSE,B3_0101,1,12.23625159,0.328032484
1,5,0,I+,FALSE,B3_0101,1,12.37602601,0.331490691
1,6,0,I+,FALSE,B3_0101,1,12.61563929,0.330290096
1,7,0,I+,FALSE,B3_0101,1,11.98665442,0.329047871
1,8,0,I+,FALSE,B3_0101,1,11.54336985,0.33002262
1,9,0,I+,FALSE,B3_0101,1,11.1779596,0.329797458
1,10,0,I+,FALSE,B3_0101,1,10.88443333,0.330519191
1,1,30,I+,FALSE,B4_0101,1,2.579836334,0.305963723
1,2,30,I+,FALSE,B4_0101,1,3.418482821,0.318127672
1,3,30,I+,FALSE,B4_0101,1,4.392910167,0.324748166
1,4,30,I+,FALSE,B4_0101,1,3.246759969,0.322759464
1,5,30,I+,FALSE,B4_0101,1,4.5486588,0.329529829
1,6,30,I+,FALSE,B4_0101,1,3.91568038,0.326287034
1,7,30,I+,FALSE,B4_0101,1,5.30943097,0.327408531
1,8,30,I+,FALSE,B4_0101,1,6.188013003,0.331288373
1,9,30,I+,FALSE,B4_0101,1,6.659252457,0.330572226
1,10,30,I+,FALSE,B4_0101,1,7.475934393,0.332772968
1,1,0,I+,FALSE,B5_0101,1,8.112906367,0.325266128
1,2,0,I+,FALSE,B5_0101,1,11.23586614,0.329717169
1,3,0,I+,FALSE,B5_0101,1,13.93151556,0.33680757
1,4,0,I+,FALSE,B5_0101,1,16.03212533,0.338077399
1,5,0,I+,FALSE,B5_0101,1,17.36996615,0.342877611
1,6,0,I+,FALSE,B5_0101,1,15.60681176,0.341213398
1,7,0,I+,FALSE,B5_0101,1,13.98143499,0.340115574
1,8,0,I+,FALSE,B5_0101,1,14.38278724,0.33978528
1,9,0,I+,FALSE,B5_0101,1,13.64996995,0.339021923
1,10,0,I+,FALSE,B5_0101,1,13.57409242,0.34045124
1,1,35,I+,FALSE,B6_0101,1,7.77145744,0.329284279
1,2,35,I+,FALSE,B6_0101,1,10.11168049,0.334762575
1,3,35,I+,FALSE,B6_0101,1,15.93228646,0.347175947
1,4,35,I+,FALSE,B6_0101,1,18.84558462,0.355584643
1,5,35,I+,FALSE,B6_0101,1,19.54245991,0.356434457
1,6,35,I+,FALSE,B6_0101,1,19.18503676,0.356684017
1,7,35,I+,FALSE,B6_0101,1,19.79205708,0.356429469
1,8,35,I+,FALSE,B6_0101,1,21.11592046,0.356593714
1,9,35,I+,FALSE,B6_0101,1,21.54922115,0.354799416
1,10,35,I+,FALSE,B6_0101,1,21.18780445,0.353595139
1,1,15,I+,FALSE,B7_0101,1,2.943249812,0.317360457
1,2,15,I+,FALSE,B7_0101,1,2.705633307,0.317204279
1,3,15,I+,FALSE,B7_0101,1,4.362958507,0.328440887
1,4,15,I+,FALSE,B7_0101,1,6.086177358,0.332564012
1,5,15,I+,FALSE,B7_0101,1,6.801023649,0.338090916
1,6,15,I+,FALSE,B7_0101,1,8.514258614,0.341562254
1,7,15,I+,FALSE,B7_0101,1,10.63483616,0.34524275
1,8,15,I+,FALSE,B7_0101,1,11.63322483,0.344516871
1,9,15,I+,FALSE,B7_0101,1,12.68153294,0.342463594
1,10,15,I+,FALSE,B7_0101,1,13.04095286,0.343862298
1,1,5,I+,FALSE,B8_0101,1,11.11206594,0.334373275
1,2,5,I+,FALSE,B8_0101,1,14.18111273,0.339196921
1,3,5,I+,FALSE,B8_0101,1,16.99257524,0.346986698
1,4,5,I+,FALSE,B8_0101,1,18.08680922,0.348965546
1,5,5,I+,FALSE,B8_0101,1,18.98735581,0.350507429
1,6,5,I+,FALSE,B8_0101,1,18.25254174,0.350116311
1,7,5,I+,FALSE,B8_0101,1,18.37634194,0.351551473
1,8,5,I+,FALSE,B8_0101,1,17.50574701,0.350614522
1,9,5,I+,FALSE,B8_0101,1,16.59721332,0.345744565
1,10,5,I+,FALSE,B8_0101,1,16.4494518,0.344861427
1,1,20,I+,FALSE,B9_0101,1,4.993940149,0.327197476
1,2,20,I+,FALSE,B9_0101,1,6.960765837,0.335306784
1,3,20,I+,FALSE,B9_0101,1,10.28140657,0.347966439
1,4,20,I+,FALSE,B9_0101,1,12.70549427,0.35234179
1,5,20,I+,FALSE,B9_0101,1,1.765151176,0.324472613
1,6,20,I+,FALSE,B9_0101,1,1.088243655,0.314894858
1,7,20,I+,FALSE,B9_0101,1,1.144153421,0.316013518
1,8,20,I+,FALSE,B9_0101,1,1.192076077,0.318028189
1,9,20,I+,FALSE,B9_0101,1,1.228018069,0.307796861
1,10,20,I+,FALSE,B9_0101,1,0,NA
1,1,15,I+,FALSE,B10_0101,1,4.189238877,0.328168036
1,2,15,I+,FALSE,B10_0101,1,5.718770326,0.328586403
1,3,15,I+,FALSE,B10_0101,1,5.503118373,0.330011288
1,4,15,I+,FALSE,B10_0101,1,9.580537718,0.340317592
1,5,15,I+,FALSE,B10_0101,1,9.241085569,0.339878543
1,6,15,I+,FALSE,B10_0101,1,9.836125219,0.340998121
1,7,15,I+,FALSE,B10_0101,1,10.99625286,0.342963291
1,8,15,I+,FALSE,B10_0101,1,12.65757161,0.34540303
1,9,15,I+,FALSE,B10_0101,1,12.63361028,0.341491426
1,10,15,I+,FALSE,B10_0101,1,12.69950394,0.340872748
1,1,5,I+,FALSE,B11_0101,1,6.916836735,0.332511243
1,2,5,I+,FALSE,B11_0101,1,7.957157734,0.330180486
1,3,5,I+,FALSE,B11_0101,1,10.25944202,0.333383035
1,4,5,I+,FALSE,B11_0101,1,15.71863129,0.349110553
1,5,5,I+,FALSE,B11_0101,1,17.12635932,0.347937518
1,6,5,I+,FALSE,B11_0101,1,18.31444184,0.351405183
1,7,5,I+,FALSE,B11_0101,1,19.7022021,0.353071167
1,8,5,I+,FALSE,B11_0101,1,19.53047925,0.352470421
1,9,5,I+,FALSE,B11_0101,1,19.61434389,0.350761178
1,10,5,I+,FALSE,B11_0101,1,19.46059204,0.349683839
1,1,5,I+,TRUE,B12_0101,1,5.235550208,0.330937348
1,2,5,I+,TRUE,B12_0101,1,6.840959196,0.339966596
1,3,5,I+,TRUE,B12_0101,1,9.824144555,0.334671586
1,4,5,I+,TRUE,B12_0101,1,11.92874788,0.34479949
1,5,5,I+,TRUE,B12_0101,1,13.17673372,0.345094062
1,6,5,I+,TRUE,B12_0101,1,15.40713402,0.345729619
1,7,5,I+,TRUE,B12_0101,1,15.70265707,0.344483383
1,8,5,I+,TRUE,B12_0101,1,15.84043471,0.34266739
1,9,5,I+,TRUE,B12_0101,1,17.12036899,0.338820826
1,10,5,I+,TRUE,B12_0101,1,15.85041859,0.339621236
1,1,15,I+,TRUE,C1_0101,1,5.029882141,0.329238312
1,2,15,I+,TRUE,C1_0101,1,5.956386831,0.330660839
1,3,15,I+,TRUE,C1_0101,1,7.150459685,0.330026216
1,4,15,I+,TRUE,C1_0101,1,6.044245034,0.31901779
1,5,15,I+,TRUE,C1_0101,1,6.058222475,0.324527769
1,6,15,I+,TRUE,C1_0101,1,6.152071011,0.324120477
1,7,15,I+,TRUE,C1_0101,1,6.237932437,0.309594557
1,8,15,I+,TRUE,C1_0101,1,2.454039361,0.268710997
1,9,15,I+,TRUE,C1_0101,1,2.008758013,0.278513284
1,10,15,I+,TRUE,C1_0101,1,1.90492559,0.282388641
1,1,25,I+,FALSE,C2_0101,1,6.924823845,0.32387263
1,2,25,I+,FALSE,C2_0101,1,8.114903144,0.328024804
1,3,25,I+,FALSE,C2_0101,1,11.98066409,0.336451873
1,4,25,I+,FALSE,C2_0101,1,13.10085618,0.337862747
1,5,25,I+,FALSE,C2_0101,1,15.58884076,0.340554577
1,6,25,I+,FALSE,C2_0101,1,15.40114369,0.339431859
1,7,25,I+,FALSE,C2_0101,1,14.35882591,0.337227842
1,8,25,I+,FALSE,C2_0101,1,11.40758899,0.335035805
1,9,25,I+,FALSE,C2_0101,1,11.81892513,0.333679891
1,10,25,I+,FALSE,C2_0101,1,12.46388421,0.333984974
1,1,10,I+,FALSE,C3_0101,1,2.813459284,0.311392793
1,2,10,I+,FALSE,C3_0101,1,5.517095814,0.322902454
1,3,10,I+,FALSE,C3_0101,1,8.610103927,0.330987184
1,4,10,I+,FALSE,C3_0101,1,11.35966634,0.338287996
1,5,10,I+,FALSE,C3_0101,1,13.2226596,0.342813159
1,6,10,I+,FALSE,C3_0101,1,13.92552523,0.343440535
1,7,10,I+,FALSE,C3_0101,1,15.26336605,0.342778619
1,8,10,I+,FALSE,C3_0101,1,16.4933809,0.344209245
1,9,10,I+,FALSE,C3_0101,1,17.39392748,0.345489234
1,10,10,I+,FALSE,C3_0101,1,17.34201127,0.346994206
1,1,10,I+,FALSE,C4_0101,1,4.528691026,0.318306125
1,2,10,I+,FALSE,C4_0101,1,4.502732921,0.319336929
1,3,10,I+,FALSE,C4_0101,1,6.339768082,0.324786238
1,4,10,I+,FALSE,C4_0101,1,9.099314377,0.33003742
1,5,10,I+,FALSE,C4_0101,1,10.31535178,0.336295456
1,6,10,I+,FALSE,C4_0101,1,9.442760081,0.336943974
1,7,10,I+,FALSE,C4_0101,1,10.21950647,0.336808877
1,8,10,I+,FALSE,C4_0101,1,11.80295091,0.33779013
1,9,10,I+,FALSE,C4_0101,1,12.33409368,0.340017135
1,10,10,I+,FALSE,C4_0101,1,12.37402923,0.341880501
1,1,15,I+,FALSE,C5_0101,1,5.293456751,0.319090614
1,2,15,I+,FALSE,C5_0101,1,6.036257925,0.321564396
1,3,15,I+,FALSE,C5_0101,1,7.593744256,0.332084164
1,4,15,I+,FALSE,C5_0101,1,7.653647577,0.335415007
1,5,15,I+,FALSE,C5_0101,1,8.308590547,0.33922888
1,6,15,I+,FALSE,C5_0101,1,4.542668468,0.323711873
1,7,15,I+,FALSE,C5_0101,1,4.918062609,0.322129864
1,8,15,I+,FALSE,C5_0101,1,5.389302064,0.321525864
1,9,15,I+,FALSE,C5_0101,1,5.069817688,0.318601859
1,10,15,I+,FALSE,C5_0101,1,4.38292628,0.316810524
1,1,45,I+,FALSE,C6_0101,1,4.898094836,0.32256927
1,2,45,I+,FALSE,C6_0101,1,6.305822867,0.328153238
1,3,45,I+,FALSE,C6_0101,1,7.266272771,0.331712634
1,4,45,I+,FALSE,C6_0101,1,6.805017204,0.326816843
1,5,45,I+,FALSE,C6_0101,1,8.296609883,0.334978555
1,6,45,I+,FALSE,C6_0101,1,6.231942105,0.339880134
1,7,45,I+,FALSE,C6_0101,1,7.765467108,0.339424647
1,8,45,I+,FALSE,C6_0101,1,7.789428437,0.341784643
1,9,45,I+,FALSE,C6_0101,1,7.795418769,0.34048574
1,10,45,I+,FALSE,C6_0101,1,7.769460663,0.341290892
1,1,20,I+,FALSE,C7_0101,1,0,NA
1,2,20,I+,FALSE,C7_0101,1,0,NA
1,3,20,I+,FALSE,C7_0101,1,0,NA
1,4,20,I+,FALSE,C7_0101,1,0,NA
1,5,20,I+,FALSE,C7_0101,1,0,NA
1,6,20,I+,FALSE,C7_0101,1,0.630981642,NA
1,7,20,I+,FALSE,C7_0101,1,1.160127639,0.317759155
1,8,20,I+,FALSE,C7_0101,1,2.052687114,0.319959454
1,9,20,I+,FALSE,C7_0101,1,2.585826666,0.321097488
1,10,20,I+,FALSE,C7_0101,1,3.025117683,0.32437175
1,1,15,I+,FALSE,C8_0101,1,5.041862805,0.320280014
1,2,15,I+,FALSE,C8_0101,1,5.479157044,0.321621646
1,3,15,I+,FALSE,C8_0101,1,7.080572478,0.326774165
1,4,15,I+,FALSE,C8_0101,1,9.412808421,0.334317301
1,5,15,I+,FALSE,C8_0101,1,10.1815677,0.335785144
1,6,15,I+,FALSE,C8_0101,1,6.912843181,0.343683408
1,7,15,I+,FALSE,C8_0101,1,7.254292107,0.345587677
1,8,15,I+,FALSE,C8_0101,1,7.577770038,0.346539883
1,9,15,I+,FALSE,C8_0101,1,8.534226388,0.346181362
1,10,15,I+,FALSE,C8_0101,1,8.83374299,0.347608832
1,1,40,I+,FALSE,C9_0101,1,3.166888875,0.320797844
1,2,40,I+,FALSE,C9_0101,1,3.88572872,0.326247154
1,3,40,I+,FALSE,C9_0101,1,5.608947572,0.336547217
1,4,40,I+,FALSE,C9_0101,1,6.483536051,0.344396189
1,5,40,I+,FALSE,C9_0101,1,6.940798063,0.346968835
1,6,40,I+,FALSE,C9_0101,1,7.561795819,0.350114507
1,7,40,I+,FALSE,C9_0101,1,8.037028828,0.351218709
1,8,40,I+,FALSE,C9_0101,1,8.851713986,0.349221096
1,9,40,I+,FALSE,C9_0101,1,10.15760637,0.349019415
1,10,40,I+,FALSE,C9_0101,1,10.69473948,0.348782564
1,1,30,I+,FALSE,C10_0101,1,0,NA
1,2,30,I+,FALSE,C10_0101,1,0,NA
1,3,30,I+,FALSE,C10_0101,1,0,NA
1,4,30,I+,FALSE,C10_0101,1,0,NA
1,5,30,I+,FALSE,C10_0101,1,0,NA
1,6,30,I+,FALSE,C10_0101,1,0,NA
1,7,30,I+,FALSE,C10_0101,1,0,NA
1,8,30,I+,FALSE,C10_0101,1,0,NA
1,9,30,I+,FALSE,C10_0101,1,0,NA
1,10,30,I+,FALSE,C10_0101,1,0,NA
1,1,0,I+,FALSE,C11_0101,1,7.002698161,0.322966748
1,2,0,I+,FALSE,C11_0101,1,7.499895721,0.323546865
1,3,0,I+,FALSE,C11_0101,1,10.75064924,0.334179658
1,4,0,I+,FALSE,C11_0101,1,12.42195189,0.34099517
1,5,0,I+,FALSE,C11_0101,1,12.66156517,0.339598034
1,6,0,I+,FALSE,C11_0101,1,13.90356068,0.341767665
1,7,0,I+,FALSE,C11_0101,1,14.69228773,0.342808867
1,8,0,I+,FALSE,C11_0101,1,14.81409115,0.342218364
1,9,0,I+,FALSE,C11_0101,1,14.67831029,0.339180854
1,10,0,I+,FALSE,C11_0101,1,14.27895482,0.338631727
1,1,25,I+,TRUE,C12_0101,1,7.883276972,0.330765167
1,2,25,I+,TRUE,C12_0101,1,9.576544164,0.335028258
1,3,25,I+,TRUE,C12_0101,1,14.01937376,0.336912177
1,4,25,I+,TRUE,C12_0101,1,17.53769545,0.34853717
1,5,25,I+,TRUE,C12_0101,1,19.90187983,0.348975725
1,6,25,I+,TRUE,C12_0101,1,19.75012475,0.352046521
1,7,25,I+,TRUE,C12_0101,1,20.38509995,0.348323303
1,8,25,I+,TRUE,C12_0101,1,19.95379604,0.348208738
1,9,25,I+,TRUE,C12_0101,1,19.89389272,0.346678285
1,10,25,I+,TRUE,C12_0101,1,20.43701616,0.347909094
1,1,15,I+,TRUE,D1_0101,1,4.866146398,0.315798238
1,2,15,I+,TRUE,D1_0101,1,5.680831557,0.317433168
1,3,15,I+,TRUE,D1_0101,1,7.509879608,0.322729032
1,4,15,I+,TRUE,D1_0101,1,10.09770305,0.330560165
1,5,15,I+,TRUE,D1_0101,1,10.93834632,0.338939097
1,6,15,I+,TRUE,D1_0101,1,12.62162962,0.341334721
1,7,15,I+,TRUE,D1_0101,1,13.83167669,0.337702279
1,8,15,I+,TRUE,D1_0101,1,14.12719974,0.33844079
1,9,15,I+,TRUE,D1_0101,1,13.7777637,0.336548474
1,10,15,I+,TRUE,D1_0101,1,14.51457455,0.336885642
1,1,15,I+,FALSE,D2_0101,1,7.549815155,0.319820129
1,2,15,I+,FALSE,D2_0101,1,8.572165157,0.322397267
1,3,15,I+,FALSE,D2_0101,1,12.16636438,0.332018929
1,4,15,I+,FALSE,D2_0101,1,11.86884456,0.336454899
1,5,15,I+,FALSE,D2_0101,1,14.76816527,0.343453821
1,6,15,I+,FALSE,D2_0101,1,13.96745755,0.341508547
1,7,15,I+,FALSE,D2_0101,1,15.3472307,0.342170684
1,8,15,I+,FALSE,D2_0101,1,15.43708568,0.344162868
1,9,15,I+,FALSE,D2_0101,1,15.07167543,0.343100264
1,10,15,I+,FALSE,D2_0101,1,14.53853587,0.34202371
1,1,15,I+,FALSE,D3_0101,1,4.079416123,0.316183636
1,2,15,I+,FALSE,D3_0101,1,5.187627551,0.319435761
1,3,15,I+,FALSE,D3_0101,1,7.917222187,0.329159845
1,4,15,I+,FALSE,D3_0101,1,10.22150325,0.33823343
1,5,15,I+,FALSE,D3_0101,1,12.34607435,0.347421245
1,6,15,I+,FALSE,D3_0101,1,12.89119456,0.345735443
1,7,15,I+,FALSE,D3_0101,1,14.54053265,0.345371859
1,8,15,I+,FALSE,D3_0101,1,15.43908246,0.347571434
1,9,15,I+,FALSE,D3_0101,1,16.2996935,0.346268633
1,10,15,I+,FALSE,D3_0101,1,13.93151556,0.341198954
1,1,20,I+,FALSE,D4_0101,1,4.670462218,0.321311953
1,2,20,I+,FALSE,D4_0101,1,5.764696205,0.323092496
1,3,20,I+,FALSE,D4_0101,1,7.913228632,0.336132145
1,4,20,I+,FALSE,D4_0101,1,9.664402367,0.340483757
1,5,20,I+,FALSE,D4_0101,1,9.798186449,0.34217111
1,6,20,I+,FALSE,D4_0101,1,9.690360472,0.342279704
1,7,20,I+,FALSE,D4_0101,1,10.7546428,0.342766647
1,8,20,I+,FALSE,D4_0101,1,11.90678333,0.343631414
1,9,20,I+,FALSE,D4_0101,1,13.00700765,0.344167887
1,10,20,I+,FALSE,D4_0101,1,13.36243402,0.343870687
1,1,20,I+,FALSE,D5_0101,1,6.09216769,0.315792819
1,2,20,I+,FALSE,D5_0101,1,7.563792596,0.329330402
1,3,20,I+,FALSE,D5_0101,1,9.404821312,0.342651336
1,4,20,I+,FALSE,D5_0101,1,6.379703629,0.336199151
1,5,20,I+,FALSE,D5_0101,1,6.044245034,0.339226303
1,6,20,I+,FALSE,D5_0101,1,8.54021672,0.331739885
1,7,20,I+,FALSE,D5_0101,1,8.777833224,0.331245186
1,8,20,I+,FALSE,D5_0101,1,9.298992112,0.329866413
1,9,20,I+,FALSE,D5_0101,1,9.568557054,0.33284604
1,10,20,I+,FALSE,D5_0101,1,9.62446682,0.333648431
1,1,30,I+,FALSE,D6_0101,1,1.559483109,0.310614882
1,2,30,I+,FALSE,D6_0101,1,1.695263969,0.310753448
1,3,30,I+,FALSE,D6_0101,1,1.781125395,0.318589191
1,4,30,I+,FALSE,D6_0101,1,3.634134774,0.329980665
1,5,30,I+,FALSE,D6_0101,1,4.954004602,0.336746925
